id_lieu|nom_lieu|settlement|desc_lieu|type_lieu|list_lieu|level1|level2
id_17506|VIRGINIA||"
 VIRGINIA, Provincia y Colonia de los Ingleses en la América Septentrional, la primera que tuvieron en aquella parte del mundo, y cuyo nombre dieron á todo el país que poseían, y después dividieron en diferentes Provincias y Colonias; la parte que conserva esta denominación hoy está limitada al NE por el rio Potowmack que la separa de la de Maryland, al E por la Bahía de Chesapeack, al Sur por la Carolina, y al O por las montañas de Apalache, se extiende desde 36 hasta 39 grados de latitud; el terreno de su Costa es tan baxo que á muy poca distancia de ella apenas se descubre desde lo alto de los masteleros de las embarcaciones, y tiene la particularidad que por las brazas del fondo se conoce con certidumbre la distancia á que íe está de tierra porque disminuye en una proporción constante, los árboles se descubren como si nacieran en el agua: el clima y temperamento de esta Provincia como deocnde de los vientos es muy vario, en la parte del N y NO es extremado el frío y el calor en sus estaciones, pero hacia el S y SE templado y benigno; el invierno es claro y seco en que nieva muchísimo, pero rara vez dura un día ó dos, y los yelos aunque son fuertes tampoco duran mucho; el verano es mas ardiente que en Inglaterra, pero Mayo y Junio muy agradables; el Septiembre es singular por las grandes lluvias con truenos, relámpagos y rayos: el terreno es sumamente fértil, y produce con abundancia arroz, maíz, trigo, cera, seda, algod n y uvas silvestres, pero el tabaco es el principal objeto del cuidado de sus habitantes, y de que hacen un gran comercio; el que cultivan en las orillas de los rios James y Yorck se tiene por el mas sobresaliente y el mejor del mundo, el qual se consume en Inglaterra todo; el de segunda especíe, que llaman aranoaclre, lo sacan los Holandeses, Dinamarqueses, Suecos y Alemanes, cuyo trafico es por cambio de otros tfectos, porque el dinero que corre es poco, así de moneda inglesa como española, que son las que corren allí: los bosques están poblados de árboles muy grandes de mucha especie de maderas, de que también tienen mucho lucro para la construcción de embarcaciones, y en los llanos se ve todo el año una alfombra de infinitas flores, cuya variedad de matices y fragrancia hizo que al principio diesen á este país el nombre de Florida que conserva todavía en la pane que mantienen los Españoles sus descubridores; también hay en ellos diferentes raices y yerbas medicinales, y particularmente la contrayerba, y la celebrada raiz de china: el ganado de toda especie ha multiplicado extraordinariamente, hay en sus montes una especie de panter ó tigre, osos, lobos, zorras, ardillas, y enrre estas una muy singular llamada volante porque vuela de un árbol á otro, tomando ayre con una membrana unida del pie á la mano en cada lado que extiende á modo de vela, y la zurra mochilera, llamada allí oposum, que concibe los hijos en una bolsa: la multitud de aves domésticas y páxaros es increíble, y merece particular notijia uno que hay de un plumage plateado, á excepción de una cresta negra que tiene en la frente; el ruiseñor tenido allí por el páxaro mas hermoso por sus colores azul y carmesí, el páxaro mono superior á todos por la excelencia de su canto y facilidad cotí que imita el de todos los demás, el páxaro peña muy doméstico y de agradable compañía por la dulzura de su música, y el pira flor, que es el mas pequeño de quantas aves hay y de hermosísima vista, matizado de escarlata, verJe y dorado, que se alimenta del suco de las flores, tan delicado que no se ha podido traer vivo á Europa: riegan esta Provincia varios rios caudalosos, como son el Jams, Yorck, Rappahanock y Potowmack, sin otros infinitos que la hacen parecer cruzada de canales, en los quales y en sus costas se coge muchísimo pescado, no solo de quantas especies son conocidas en Europa, sino de otras peculiares á la América; también hay abundancia de insectos y reptiles, y entre estos últimos la culebra de cascabel, ademas de otras muchas: esta Colonia antes de la guerra que tuvieron con Inglaterra extraía psra este Reyno cada año 768.000 libras de tabaco en 96.000 mazos, en que empleaba 330 embarcaciones con 4.000 marineros, y el todo de los demás frutos les producía un millón y 400 libras esterlinas, de que recibía en manufacturas de Inglaterra 865.000: fue el fundador de esta Colonia Walter Realeigh, la qual destruyeron tres veces los Indios, y restableció la quarta el Lord Dtlwar en el reynado de Carlos I de Inglaterra, pero poco dcpues excitó una sublevación un Gentilhombre llamado Bacón, encendiendo una guerra civil que la hubiera arruinado si la muerte del perturbador no hubiera tranquilizado las cosas: los habitantes son por la mayor parte Negros, pues solo estos se regulan á 500.000,y entran cada año de 7 á 8.000: está dividida en 54 Condados, que son 
Amherst. 
Henrico. 
Richmond. 
Wilhamsburg. 
Principe Guillermo. 
Spotsilvania. 
Charlóte. 
James. 
Northumberland. 
Nansemond. 
Buckingham. 
Rey y Reyna. 
Stanford. 
Mecklinburg. 
Loudon. 
Luisa. 
Dinwidie. 
Essex. 
Yorck. 
Príncipe Eduardo. 
Lancaster. 
Fairfax. 
Goochland. 
Cumberland. 
Brunswick. 
Fauquier. 
Frederick. 
Middlesex. 
Northampton. 
Hampshire. 
Príncipe Jorge. 
Augusta. 
Surry. 
Bedford. 
Isla de Wight. 
Hannover. 
Rey Jorge. 
Gloucester. 
Princesa Ana. 
Warwick. 
Albemarle. 
Carolina. 
Nueva Kent. 
Southampton. 
Lunnenburg. 
Culpeper. 
Rey Guillermo. 
Hallifax. 
Sussex. 
Norfolck. 
Amelia. 
Elisabeth. 
Chesterfield. 
Pittsilvania. 
La Capital es Williamsburg, los dos cabos ó puntas de tierra llamados Henrique y Carlos forman la entrada de la Bahía de Chesapeack, una de las mayores y mas hermosas que se conocen en todo el mundo, tiene 18 millas de boca y 300 de largo. "|Provincia|[]|[]|[]
id_17507| VIRGINS, Rochers des)||"
 VIRGINS, Rochers des) Bxos de peñas cerca de la Costa del S de la Isla de Terranova, dentro de la Bahía de Plaisance. "|Rochers|[]|[]|[]
id_17508|VIRO||"
 VIRO, Pueblo de la Provincia y Corregimiento de Aimaraez  en el Perú, anexo al Curato del de Mollebamba. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPECUAY"">Corregimiento de Aimaraez </district></placename>, <placename><district key=""SUPE0000"">el Perú</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Aimaraez |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPECUAY'}"", ""el Perú|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUPE0000'}""]"
id_17509|VIROA||"
 VIROA, Laguna de la Provincia y país de las Amazonas en la parte que poseen los Portugueses, se forma de un desagüe de este rio á sus orillas, entre las de Mamia y Quemarú. "|Laguna|[]|[]|[]
id_17510|VIRO||"
 VIRO VIRO, Pueblo de la Provincia y Corregimiento de Huanta  en el Perú, anexo al Curato del de su Capital. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPEHUHT"">Corregimiento de Huanta </district></placename>, <placename><district key=""SUPE0000"">el Perú</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Huanta |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPEHUHT'}"", ""el Perú|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUPE0000'}""]"
id_17511|VIRU||"
 VIRU, Valle grande y hermoso de la Provincia y Corregimiento de Truxillo  en el Perú, situado 9 leguas al SE de la Ciudad en el camino que va á Lima, y llaman de lus Valles, porque para ademas de este por los de Puito, Guarnan, Saña y Chio, seria muy fértil si tuviera agua, pues solo hay en él la del pequeño rio de su nombre; dicen que este Valle dio nombre al Perú, porque preguntando los exploradores oe Vasco Nuñez de Balboa qué tierra era aquella, respondió un Indio Pelú, que en su idioma significa rio, de cuyo vocablo corrompido nació el de Perú. "|Valle|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPETRTR"">Corregimiento de Truxillo </district></placename>, <placename><district key=""SUPE0000"">el Perú</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Truxillo |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPETRTR'}"", ""el Perú|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUPE0000'}""]"
id_17512|T||"
 Tiene el mismo nombre con la advocación de San Pedro un Pueblo de esta Provincia y Reyno, fundado en el valle anterior, y á orilla del rio, 4 leguas distante del mar, fue antes grande y muy poblado, pero hoy está reducido á una Población de 300 Indios. "||[]|[]|[]
id_17513|E||"
 El rio referido nace en la Provincia de Guamachuco de unos cerros que llaman los Pedernales, corre 18 leguas en que recoge las aguas de otro mas pequeño que nace en el cerro llamado Izquiocda hasta que sale al mar del Sur, en tiempo de lluvias va muy caudaloso, pero en el verano es escaso de aguas. "||[]|[]|[]
id_17514|VIRUBA||"
 VIRUBA, Pueblo de la Provincia y Gobierno de  San Juan de los Llanos en el Nuevo Reyno de Granada, situado á la orilla del caudaloso rio Ariari. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""PRNGLL00""> San Juan de los Llanos</district></placename>, <placename><district key=""AUSF0000"">Nuevo Reyno de Granada</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" San Juan de los Llanos|{http://www.tei-c.org/ns/1.0}district|{'key': 'PRNGLL00'}"", ""Nuevo Reyno de Granada|{http://www.tei-c.org/ns/1.0}district|{'key': 'AUSF0000'}""]"
id_17515|VISACACA||"
 VISACACA, véase GuaIlaga. "||[]|[]|[]
id_17516|VISCAPALCA||"
 VISCAPALCA, Pueblo de la Provincia y Corregimiento de Castro Virreyna  en el Perú, anexo al Curato de Totos en la de Vilcashuaman. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPEHVCA"">Corregimiento de Castro Virreyna </district></placename>, <placename><district key=""SUPE0000"">el Perú</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Castro Virreyna |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPEHVCA'}"", ""el Perú|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUPE0000'}""]"
id_17517|VISCAS||"
 VISCAS, Pueblo de la Provincia y Corregimiento de Yauyos  en el mismo Reyno que el anterior, anexo al Curato del de Ayaviri, en su inmediación hay una piedra como una mesa en que han creido algunos la tradición vulgar heredada entre los Indios de que allí se recostaba el Apóstol San Bartolomé, tenia antes esculpidos unos caracteres que mandó picar un Visitador del Arzobispado por razones que le parecieron suficientes. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPELIYA"">Corregimiento de Yauyos </district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Yauyos |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPELIYA'}""]"
id_17518|VISCHONGO||"
 VISCHONGO, Pueblo de la Provincia y Corregimiento de Vilcas Huaman en el Perú. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPEHUCA"">Corregimiento de Vilcas Huaman</district></placename>, <placename><district key=""SUPE0000"">el Perú</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Vilcas Huaman|{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPEHUCA'}"", ""el Perú|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUPE0000'}""]"
id_17519|VISECA||"
 VISECA, Pueblo y Asiento de Minas de Plata de la Provincia y Corregimiento de Lucanas  en el mismo Reyno que el anterior, anexo al Curato de su Capital. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPEHULU"">Corregimiento de Lucanas </district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Lucanas |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPEHULU'}""]"
id_17520|VISITACION||"
 VISITACION, Puehlo de Indios de la Provincia de Californias , situado a la orilla del mar entre los de Santa Isabel y San Estanislao, en lo mas interior del golfo ó mar Rojeo de Cortés. "|Puehlo|"[<placename><district key=""PRGDCL00"">Californias </district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Californias |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRGDCL00'}""]"
id_17521|VISKILL||"
 VISKILL, Pueblo de la Provincia de Nueva Yorck en los Estados Unidos de la América, situado á la orilla del rio Hudsón. "|Pueblo|[]|[]|[]
id_17522| VISO, San Miguel del)||"
 VISO, San Miguel del) Pueblo de la Provincia y Corregimiento de Huarochiri  en el Perú, anexo al Curato del de San Mateo de Huanchor.. "|San|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPELIHU"">Corregimiento de Huarochiri </district></placename>, <placename><district key=""SUPE0000"">el Perú</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Huarochiri |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPELIHU'}"", ""el Perú|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUPE0000'}""]"
id_17523|VISUANTA||"
 VISUANTA, Rio pequeño de la Provincia y Gobierno de  Huanuco en el Perú, nace en la Cordillera, corre al N, y se incorpora con el Marañon en su Cabecera. "|Rio|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""JUPETAHN""> Huanuco</district></placename>, <placename><district key=""SUPE0000"">el Perú</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" Huanuco|{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPETAHN'}"", ""el Perú|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUPE0000'}""]"
id_17524|VITA||"
 VITA, Rio de la Provincia y Gobierno de  San Juan de los Llanos en el Nuevo Reyno de Granada, nace al Sur del de Meta cerca del Pueblo de San Joaquín, corre casi paralelo á aquel muchas leguas, y entra en el Orinoco enfrente del raudal de Carichana. "|Rio|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""PRNGLL00""> San Juan de los Llanos</district></placename>, <placename><district key=""AUSF0000"">Nuevo Reyno de Granada</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" San Juan de los Llanos|{http://www.tei-c.org/ns/1.0}district|{'key': 'PRNGLL00'}"", ""Nuevo Reyno de Granada|{http://www.tei-c.org/ns/1.0}district|{'key': 'AUSF0000'}""]"
id_17525|VITIS||"
 VITIS, Pueblo de la Provincia y Corregimiento de Yauyos  en el Perú, anexo al Curato del de Laraos. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""JUPELIYA"">Corregimiento de Yauyos </district></placename>, <placename><district key=""SUPE0000"">el Perú</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Corregimiento de Yauyos |{http://www.tei-c.org/ns/1.0}district|{'key': 'JUPELIYA'}"", ""el Perú|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUPE0000'}""]"
id_17526|VITUIMA||"
 VITUIMA, Pueblo de la Provincia y Corregimiento de Tunja  en el Nuevo Reyno de Granada, y del distrito de la jurisdicion deTocairna, es de temperamento muy cálido, pobre y reducido de vecindario, produce alguna caña dulce, maiz, yucas y plátanos. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <district key=""PRNGTU00""><placename><district key=""PRNGTU00"">Corregimiento de Tunja </district></placename></district></placename>, <placename><district key=""AUSF0000"">Nuevo Reyno de Granada</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""None|{http://www.tei-c.org/ns/1.0}district|{'key': 'PRNGTU00'}"", ""Nuevo Reyno de Granada|{http://www.tei-c.org/ns/1.0}district|{'key': 'AUSF0000'}""]"
id_17527|VIVORA||"
 VIVORA, Baxo de peñas de la mar del N, situado 15 leguas al S de la Isla de Jamayca, tiene 42 leguas de largo E O, muy peligroso para las embarcaciones que navegan por allí, y en que se han perdido muchas, y particularmente el año de 1690 los navios el Angel, nuestra Señora del Carmen y nuestra Señora de la Concepción de los Galeones del cargo del Marques del Bao del Maestre, porque no quisieron creer la advertencia de un niño de la casa de San Telmo en Sevilla: el de 1694 los galeones del mando del Conde de Saucedilla, el de 1738 la fragata de guerra llamada la Genovesa que mandaba el Capitán de esta clase Don Francisco Guiral, y la cquadra del Gefe Don Antonio Cotaire que navegaba de Caracas á la Vera Cruz; la Cabeza del E está en 297 gr. 10 min. de long. y en 17 gr. de lat. "|Baxo|[]|[]|[]
id_17528|T||"
 Tiene el mismo nombre un rio pequeño de la Provincia y Gobierno de  Buenos Ayres , corre al O, y entra en el Uruguay cerca de su salida al de la Plata. "||"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""PRRPBA00""> Buenos Ayres </district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" Buenos Ayres |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRRPBA00'}""]"
id_17529|U||"
 Un cabo ó punta de tierra en la Costa de la Provincia y Gobierno de  la Guayana  en la parte que poseen los Holandeses que lo llaman Adders hoec. "||"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""PRVEGU00""> la Guayana </district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" la Guayana |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRVEGU00'}""]"
id_17530| VIVORAS, Monte de las)||"
 VIVORAS, Monte de las) en la Provincia y Gobierno de  Buenos Ayres , situado á la orilla del rio Saladillo, cerca de la Costa que media entre el rio de la Plata y el estrecho de Magallanes. "|Monte|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""PRRPBA00""> Buenos Ayres </district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" Buenos Ayres |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRRPBA00'}""]"
id_17531|T||"
 Tiene el mismo nombre una laguna de esta Provincia y Gobierno que se forma de un brazo ó desagüe del rio Salado en la del Tucumán. "||[]|[]|[]
id_17532|VIVORILLAS||"
 VIVORILLAS, Pueblo de las Misiones que tenían los Regulares de la Compañia en la Provincia de Taraumara y Reyno del Nueva Vizcaya, esta 32 leguas al OSO, 1/2 al Sur de la Villa y Real de Minas de San Felipe de Chiguagua. "|Pueblo|"[<placename><district key=""PRGDNV00"">Reyno del Nueva Vizcaya</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Reyno del Nueva Vizcaya|{http://www.tei-c.org/ns/1.0}district|{'key': 'PRGDNV00'}""]"
id_17533|VIURUQUANTI||"
 VIURUQUANTI, Rio de la Provincia y Gobierno del Darien  y Reyno de Tierra Firme, nace en las montañas de lo interior de ella, corre casi al O, y entra en el de Chucunaqui. "|Rio|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> del <district key=""PRNGDA00"">Darien </district></placename>, <placename><district key=""AUPA0000"">Reyno de Tierra Firme</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", ""Darien |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRNGDA00'}"", ""Reyno de Tierra Firme|{http://www.tei-c.org/ns/1.0}district|{'key': 'AUPA0000'}""]"
id_17534|VIZARRON||"
 VIZARRON, Pueblo de la Provincia y Gobierno de  la Nueva Santander ó Sierra Gorda  en el Seno Mexicano y Reyno de Nueva España, fundado el año de 1748 por el Conde de Sierra Gorda Don Joseph de Escandon, Coronel de Milicias de Queretaro, que le dio este nombre en obsequio del Arzobispo de México Don Juan Joseph de Vizarrón. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""PRGDNS00""> la Nueva Santander ó Sierra Gorda </district></placename>, <placename><district key=""SUNE0000"">Reyno de Nueva España</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" la Nueva Santander ó Sierra Gorda |{http://www.tei-c.org/ns/1.0}district|{'key': 'PRGDNS00'}"", ""Reyno de Nueva España|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUNE0000'}""]"
id_17535| VIZCAYA, Nueva)||" VIZCAYA, Nueva) Reyno de la América Septentrional, confina por el N con el del Nuevo México, pr el Sur con el de la Nueva Galicia, por el E con el del Nuevo León, y por el O Nuevo León, y por el O con las Californias 5 tiene 200 leguas de largo N S desde el Real de Minas de Chalchihuites hasta el presidio del paso del Norte, y casi otras tantas de ancho, comprehende las Provincias de Tepeguana, Taraumara, Batopilas, Sinaloa, Culiacán, Ostimuri, Sonora, Pimeria alta y baxa, y Chiametlán, en cuyos artículos hemos dado noticia de sus climas, producciones, situación y comercio; atraviesa y riega este dilatado país el caudaloso rio de las Nasas, que es muy grande: pobló este Reyno el Capitán Francisco de lbarra en tiempo del Virrey Don Luis de Velasco, Marques de Salinas, y reduxeron á sus naturales á la Religión, los Regulares de la Compañía, pero se han sublevado en diferentes ocasiones; confina con los Indios bárbaros Chichimecas, contra los quales se establecieron cinco presidios en la frontera con los nombres de 
Nayarit, 
Pasage, 
El Gallo 
Mapimi, 
Zerrogordo, 
San Bartolomé, 
Conchos, 
El Passo, 
Janos, 
Fronteras, 
Sinaloa, 
Adais, 
 distantes, mas de 70 leguas cada uno, y posteriormente han añadido los otros los Virreyes, y con todo no ha bastado para que los infieles Chichimecas dexen de hacer hostilidades, viven dispersos sin domicilio como fieras por aquellos montes, sin la menor muestra de racionalidad, y muchos se ocultan en cabernas; los principales frutos que produce este Reyno son trigo, maíz, y demás semillas de Europa, mucha ganado mayor y menor y caballar, tiene ricas minas de plata, y en sus bosques abundancia de maderas de varias especies, muchas fieras y aves, y tiene grandes salinas; su jurisdicion consta de las Alcaldías mayores siguientes: 
Saltillo. 
Laguna. 
Guanaval. 
San Antonio de 
Cuencamé. 
S. Juan del Rio.
Minas de Coreto. 
Minas de Mapimi. 
Minas de Chindea. 
Minas de Santa Bárbara. 
San Bartolomé. 
Minas de Guanacevi. 
Cinaloa. 
Minas de Topia. 
Minas de San Andrés. 
Minas de Dihastla. 
Mascatlán. 
Chiametlán. 
Xalisco.
Minas de Maloya. 
San Sebastian. 
Minas de Pánico. 
San Francisco del Mesquital. 
 La Capital es la Ciudad de Durango. "|Nueva|"[<placename><district key=""PRGDNM00"">Nuevo México</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Nuevo México|{http://www.tei-c.org/ns/1.0}district|{'key': 'PRGDNM00'}""]"
id_17536| VIZCAINO, Cayo)||"
 VIZCAINO, Cayo) Islote ó baxo de peña de la, mar del N cerca de la Costa de la Provincia y Gobierno de  la Florida, entre ella y el Cayo de la Parida. "|Cayo|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> de <district key=""PRSDFL00""> la Florida</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Gobierno|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'gobernacion'}"", "" la Florida|{http://www.tei-c.org/ns/1.0}district|{'key': 'PRSDFL00'}""]"
id_17537|VIZTLAN||"
 VIZTLAN, Pueblo de la Provincia y Alcaldía mayor de Chiapa en el Reyno de Guatemala. "|Pueblo|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""alcaldia_mayor"">Alcaldía mayor</rolename> de <district key=""JUGUCHCR"">Chiapa</district></placename>, <placename><district key=""SUGU0000"">Reyno de Guatemala</district></placename>]"|"['None|{http://www.tei-c.org/ns/1.0}placeName|{}', 'None|{http://www.tei-c.org/ns/1.0}placeName|{}']"|"[""Provincia|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'province'}"", ""Alcaldía mayor|{http://www.tei-c.org/ns/1.0}roleName|{'type': 'alcaldia_mayor'}"", ""Chiapa|{http://www.tei-c.org/ns/1.0}district|{'key': 'JUGUCHCR'}"", ""Reyno de Guatemala|{http://www.tei-c.org/ns/1.0}district|{'key': 'SUGU0000'}""]"
id_17538|VOLUNTUN||"
 VOLUNTUN, Ciudad del Condado de Windham en la Provincia de Connecticut y Estados Unidos de la América, situada dos millas al O de Canterbury, 15 al S de Rillingsley, 12 al E de Windham, y 29 al N de N llevo Londres, con quien íe comunica por el rio Tames. "|Ciudad|[]|[]|[]
id_17539| VUL, Punta de)||"
 VUL, Punta de) Cabo ó extremidad de la Costa de la Provincia y Capitanía de Seara en el Brasil, entre los rios de Uquaiquara y de Persi. "|Punta|[]|[]|[]
id_17540|VUNCUMIRI||"
 VUNCUMIRI, Brazo ó caño de agua por donde se comunica el rio Maracapura y la laguna Vanama en la Provincia y país de las Amazonas. "|Brazo|[]|[]|[]
